,u,i,ts,label,idx
611,125,8333,15721.0,0,612
612,67,8331,15737.0,0,613
613,125,8333,15741.0,0,614
614,119,8328,15751.0,0,615
615,60,8282,15755.0,0,616
616,89,8304,15795.0,0,617
617,126,8326,15797.0,0,618
618,67,8331,15806.0,0,619
619,124,8332,15810.0,0,620
620,68,8296,15845.0,0,621
621,89,8304,15873.0,0,622
622,127,8334,15883.0,0,623
623,67,8290,15922.0,0,624
624,67,8290,15954.0,0,625
625,13,8239,16020.0,0,626
626,4,8231,16045.0,0,627
627,128,8335,16149.0,0,628
628,73,8336,16172.0,0,629
629,129,8303,16224.0,0,630
630,4,8231,16256.0,0,631
631,125,8333,16259.0,0,632
632,130,8337,16270.0,0,633
633,117,8284,16298.0,0,634
634,125,8333,16322.0,0,635
635,125,8333,16359.0,0,636
636,77,8290,16366.0,0,637
637,131,8303,16406.0,0,638
638,4,8231,16418.0,0,639
639,60,8282,16420.0,0,640
640,132,8338,16422.0,0,641
641,77,8290,16442.0,0,642
642,125,8333,16472.0,0,643
643,40,8339,16523.0,0,644
644,4,8231,16538.0,0,645
645,133,8340,16616.0,0,646
646,134,8244,16661.0,0,647
647,125,8333,16666.0,0,648
648,103,8307,16719.0,0,649
649,51,8300,16722.0,0,650
650,4,8231,16732.0,0,651
651,135,8341,16732.0,0,652
652,125,8333,16774.0,0,653
653,119,8328,16792.0,0,654
654,18,8342,16814.0,0,655
655,125,8333,16842.0,0,656
656,23,8342,16890.0,0,657
657,125,8333,16902.0,0,658
658,135,8341,16919.0,0,659
659,119,8328,16927.0,0,660
660,4,8231,16962.0,0,661
661,60,8282,16975.0,0,662
662,136,8279,16978.0,0,663
663,125,8333,17010.0,0,664
664,136,8279,17024.0,0,665
665,119,8328,17042.0,0,666
666,135,8341,17086.0,0,667
667,4,8231,17108.0,0,668
668,125,8333,17126.0,0,669
669,103,8307,17136.0,0,670
670,135,8341,17136.0,0,671
671,137,8343,17163.0,0,672
672,138,8342,17199.0,0,673
673,4,8231,17213.0,0,674
674,139,8284,17215.0,0,675
675,119,8328,17217.0,0,676
676,128,8335,17232.0,0,677
677,140,8283,17251.0,0,678
678,51,8300,17259.0,0,679
679,141,8342,17271.0,0,680
680,142,8344,17281.0,0,681
681,125,8333,17324.0,0,682
682,51,8300,17344.0,0,683
683,60,8282,17360.0,0,684
684,4,8231,17377.0,0,685
685,119,8328,17393.0,0,686
686,51,8300,17408.0,0,687
687,77,8290,17435.0,0,688
688,96,8337,17435.0,0,689
689,51,8300,17435.0,0,690
690,4,8231,17443.0,0,691
691,77,8290,17465.0,0,692
692,143,8337,17473.0,0,693
693,25,8252,17477.0,0,694
694,143,8337,17501.0,0,695
695,4,8231,17509.0,0,696
696,103,8307,17523.0,0,697
697,138,8342,17541.0,0,698
698,103,8307,17547.0,0,699
699,25,8252,17566.0,0,700
700,4,8231,17593.0,0,701
701,138,8342,17601.0,1,702
702,144,8342,17614.0,0,703
703,13,8239,17637.0,0,704
704,4,8231,17639.0,0,705
705,103,8307,17652.0,0,706
706,4,8231,17734.0,0,707
707,96,8262,17757.0,0,708
708,145,8345,17770.0,0,709
709,60,8282,17779.0,0,710
710,60,8282,17834.0,0,711
711,146,8284,17856.0,0,712
712,4,8231,17867.0,0,713
713,146,8284,17874.0,0,714
714,87,8285,17900.0,0,715
715,128,8335,17901.0,0,716
716,13,8239,17920.0,0,717
717,147,8279,17922.0,0,718
718,148,8346,17970.0,0,719
719,147,8279,17972.0,0,720
720,149,8342,17988.0,0,721
721,150,8284,17991.0,0,722
722,150,8284,18044.0,0,723
723,146,8284,18111.0,0,724
724,146,8284,18148.0,0,725
725,137,8343,18191.0,0,726
726,150,8284,18212.0,0,727
727,121,8262,18216.0,0,728
728,141,8342,18224.0,0,729
729,4,8231,18268.0,0,730
730,141,8342,18304.0,0,731
731,4,8231,18323.0,0,732
732,151,8316,18349.0,0,733
733,141,8342,18349.0,0,734
734,119,8328,18353.0,0,735
735,79,8329,18366.0,0,736
736,146,8284,18407.0,0,737
737,13,8239,18426.0,0,738
738,4,8231,18505.0,0,739
739,152,8297,18517.0,0,740
740,153,8262,18547.0,0,741
741,4,8231,18643.0,0,742
742,67,8290,18654.0,0,743
743,69,8300,18679.0,0,744
744,7,8234,18705.0,0,745
745,103,8307,18709.0,0,746
746,103,8307,18753.0,0,747
747,13,8239,18763.0,0,748
748,154,8347,18801.0,0,749
749,103,8307,18813.0,0,750
750,155,8262,18818.0,0,751
751,156,8348,18833.0,0,752
752,4,8231,18838.0,0,753
753,67,8290,18877.0,0,754
754,157,8347,18882.0,0,755
755,103,8307,18885.0,0,756
756,152,8297,18922.0,0,757
757,119,8328,18958.0,0,758
758,103,8307,18970.0,0,759
759,13,8239,19043.0,0,760
760,152,8297,19055.0,0,761
761,158,8292,19095.0,0,762
762,159,8349,19122.0,0,763
763,152,8297,19124.0,0,764
764,137,8350,19152.0,0,765
765,152,8297,19173.0,0,766
766,82,8257,19231.0,0,767
767,82,8257,19254.0,0,768
768,4,8231,19264.0,0,769
769,107,8303,19272.0,0,770
770,160,8351,19282.0,0,771
771,4,8231,19417.0,0,772
772,160,8351,19452.0,0,773
773,4,8231,19505.0,0,774
774,103,8307,19507.0,0,775
775,77,8290,19517.0,0,776
776,152,8297,19540.0,0,777
777,107,8303,19547.0,0,778
778,103,8307,19605.0,0,779
779,60,8282,19606.0,0,780
780,85,8262,19639.0,0,781
781,119,8328,19672.0,0,782
782,4,8231,19693.0,0,783
783,161,8317,19704.0,0,784
784,4,8231,19726.0,0,785
785,103,8307,19733.0,0,786
786,158,8292,19735.0,0,787
787,13,8239,19737.0,0,788
788,4,8231,19778.0,0,789
789,158,8292,19809.0,0,790
790,64,8352,19833.0,0,791
791,162,8315,19842.0,0,792
792,158,8292,19849.0,0,793
793,162,8315,19904.0,0,794
794,60,8282,19917.0,0,795
795,103,8307,20049.0,0,796
796,163,8353,20062.0,0,797
797,13,8239,20076.0,0,798
798,4,8231,20085.0,0,799
799,164,8284,20156.0,0,800
800,165,8354,20165.0,0,801
801,165,8354,20189.0,0,802
802,4,8231,20223.0,0,803
803,166,8262,20232.0,0,804
804,103,8307,20342.0,0,805
805,4,8231,20347.0,0,806
806,103,8307,20396.0,0,807
807,4,8231,20485.0,0,808
808,167,8355,20502.0,0,809
809,107,8303,20511.0,0,810
810,160,8351,20526.0,0,811
811,4,8231,20557.0,0,812
812,168,8356,20569.0,0,813
813,169,8357,20684.0,0,814
814,4,8231,20721.0,0,815
815,170,8358,20750.0,0,816
816,4,8231,20779.0,0,817
817,13,8239,20795.0,0,818
818,160,8351,20801.0,0,819
819,69,8245,20820.0,0,820
820,171,8261,20828.0,0,821
821,135,8341,20869.0,0,822
822,71,8292,20870.0,0,823
823,172,8250,20976.0,0,824
824,173,8359,20984.0,0,825
825,4,8231,20997.0,0,826
826,77,8328,21013.0,0,827
827,103,8307,21016.0,0,828
828,158,8292,21126.0,0,829
829,172,8250,21128.0,0,830
830,4,8231,21140.0,0,831
831,103,8307,21203.0,0,832
832,171,8261,21215.0,0,833
833,174,8360,21219.0,0,834
834,4,8231,21258.0,0,835
835,175,8252,21274.0,0,836
836,103,8307,21308.0,0,837
837,107,8303,21340.0,0,838
838,4,8231,21343.0,0,839
839,158,8292,21382.0,0,840
840,103,8307,21387.0,0,841
841,152,8297,21406.0,0,842
842,158,8292,21422.0,0,843
843,176,8361,21437.0,0,844
844,13,8239,21440.0,0,845
845,113,8298,21453.0,0,846
846,177,8303,21478.0,0,847
847,158,8292,21486.0,0,848
848,4,8231,21487.0,0,849
849,148,8346,21549.0,0,850
850,158,8292,21556.0,0,851
851,107,8303,21578.0,0,852
852,160,8351,21588.0,0,853
853,158,8292,21610.0,0,854
854,4,8231,21615.0,0,855
855,160,8351,21653.0,0,856
856,113,8298,21681.0,0,857
857,4,8231,21731.0,0,858
858,13,8239,21749.0,0,859
859,113,8298,21762.0,0,860
860,152,8297,21836.0,0,861
861,172,8250,21845.0,0,862
862,178,8362,21899.0,0,863
863,179,8363,21904.0,0,864
864,4,8231,21987.0,0,865
865,4,8231,22043.0,0,866
866,180,8364,22043.0,0,867
867,158,8292,22088.0,0,868
868,4,8231,22089.0,0,869
869,125,8365,22094.0,0,870
870,13,8239,22109.0,0,871
871,4,8231,22163.0,0,872
872,181,8366,22165.0,0,873
873,113,8298,22170.0,0,874
874,182,8318,22182.0,0,875
