,u,i,ts,label,idx
498,78,7049,68055.0,0,499
499,64,7057,68063.0,0,500
500,63,7052,68067.0,0,501
501,63,7061,68068.0,0,502
502,16,7054,68075.0,0,503
503,16,7064,68075.0,0,504
504,78,7058,68079.0,0,505
505,78,7049,68082.0,0,506
506,79,7049,68082.0,0,507
507,55,7052,68089.0,0,508
508,55,7061,68089.0,0,509
509,64,7052,68094.0,0,510
510,79,7052,68103.0,0,511
511,80,7049,68104.0,0,512
512,79,7051,68109.0,0,513
513,79,7063,68109.0,0,514
514,80,7050,68114.0,0,515
515,53,7054,68122.0,0,516
516,80,7051,68125.0,0,517
517,81,7049,68145.0,0,518
518,82,7049,68163.0,0,519
519,59,7053,68199.0,0,520
520,82,7058,68232.0,0,521
521,81,7058,68244.0,0,522
522,83,7049,68259.0,0,523
523,83,7050,68266.0,0,524
524,81,7051,68274.0,0,525
525,54,7054,68322.0,0,526
526,72,7052,68410.0,0,527
527,72,7061,68411.0,0,528
528,84,7052,68412.0,0,529
529,84,7051,68417.0,0,530
530,84,7055,68421.0,0,531
531,84,7057,68426.0,0,532
532,84,7055,68427.0,0,533
533,84,7061,68428.0,0,534
534,60,7064,68519.0,0,535
535,85,7049,68575.0,0,536
536,84,7062,68579.0,0,537
537,85,7050,68588.0,0,538
538,84,7055,68594.0,0,539
539,85,7049,68594.0,0,540
540,84,7062,68600.0,0,541
541,85,7051,68601.0,0,542
542,84,7062,68602.0,0,543
543,85,7051,68605.0,0,544
544,86,7049,68608.0,0,545
545,84,7062,68610.0,0,546
546,16,7065,68611.0,0,547
547,16,7066,68611.0,0,548
548,84,7062,68617.0,0,549
549,84,7065,68626.0,0,550
550,84,7055,68630.0,0,551
551,84,7054,68633.0,0,552
552,84,7065,68636.0,0,553
553,84,7066,68637.0,0,554
554,84,7057,68639.0,0,555
555,86,7050,68642.0,0,556
556,76,7052,68679.0,0,557
557,79,7057,68684.0,0,558
558,79,7061,68685.0,0,559
559,64,7053,68697.0,0,560
560,64,7063,68698.0,0,561
561,79,7051,68698.0,0,562
562,84,7057,68704.0,0,563
563,87,7049,68709.0,0,564
564,84,7057,68709.0,0,565
565,87,7051,68719.0,0,566
566,84,7053,68719.0,0,567
567,79,7055,68723.0,0,568
568,79,7061,68723.0,0,569
569,71,7053,68727.0,0,570
570,71,7063,68728.0,0,571
571,84,7057,68732.0,0,572
572,84,7064,68732.0,0,573
573,84,7055,68734.0,0,574
574,84,7057,68743.0,0,575
575,84,7056,68746.0,0,576
576,86,7055,68759.0,0,577
577,86,7057,68761.0,0,578
578,86,7051,68772.0,0,579
579,79,7051,68773.0,0,580
580,79,7057,68777.0,0,581
581,79,7061,68778.0,0,582
582,79,7051,68788.0,0,583
583,79,7061,68794.0,0,584
584,86,7051,68807.0,0,585
585,81,7056,68811.0,0,586
586,88,7049,68833.0,0,587
587,55,7053,68863.0,0,588
588,55,7063,68864.0,0,589
589,55,7053,68868.0,0,590
590,81,7056,68868.0,0,591
591,54,7065,68870.0,0,592
592,88,7049,68875.0,0,593
593,81,7051,68879.0,0,594
594,80,7052,68880.0,0,595
595,80,7061,68881.0,0,596
596,88,7049,68882.0,0,597
597,80,7052,68882.0,0,598
598,88,7049,68884.0,0,599
599,88,7050,68888.0,0,600
600,86,7052,68892.0,0,601
601,86,7061,68893.0,0,602
602,88,7051,68897.0,0,603
603,75,7052,68915.0,0,604
604,86,7053,68933.0,0,605
605,89,7049,68944.0,0,606
606,55,7053,68945.0,0,607
607,55,7064,68946.0,0,608
608,86,7054,68953.0,0,609
609,89,7049,68959.0,0,610
610,72,7053,68967.0,0,611
611,72,7063,68967.0,0,612
612,86,7065,68970.0,0,613
613,86,7066,68971.0,0,614
614,79,7056,68982.0,0,615
615,79,7051,68987.0,0,616
616,86,7055,68988.0,0,617
617,89,7049,68991.0,0,618
618,86,7049,68995.0,0,619
619,89,7049,68996.0,0,620
620,89,7050,69004.0,0,621
621,89,7049,69008.0,0,622
622,90,7049,69008.0,0,623
623,79,7051,69009.0,0,624
624,79,7061,69009.0,0,625
625,89,7051,69011.0,0,626
626,88,7061,69018.0,1,627
627,90,7055,69023.0,0,628
628,90,7057,69032.0,0,629
629,89,7055,69055.0,0,630
630,91,7049,69064.0,0,631
631,92,7049,69073.0,0,632
632,60,7054,69082.0,0,633
633,55,7064,69091.0,0,634
634,92,7051,69097.0,0,635
635,93,7049,69098.0,0,636
636,91,7058,69113.0,0,637
637,55,7053,69115.0,0,638
638,93,7051,69116.0,0,639
639,76,7053,69134.0,0,640
640,79,7061,69147.0,0,641
641,89,7057,69156.0,0,642
642,79,7051,69159.0,0,643
643,91,7058,69170.0,0,644
644,79,7052,69172.0,0,645
645,79,7061,69173.0,0,646
646,63,7053,69185.0,0,647
647,63,7063,69185.0,0,648
648,55,7053,69219.0,0,649
649,55,7064,69220.0,0,650
650,76,7053,69258.0,0,651
651,94,7049,69287.0,0,652
652,95,7049,69299.0,0,653
653,96,7049,69304.0,0,654
654,95,7050,69314.0,0,655
655,85,7052,69316.0,0,656
656,85,7061,69316.0,0,657
657,85,7052,69320.0,0,658
658,94,7049,69322.0,0,659
659,95,7050,69326.0,0,660
660,95,7065,69334.0,0,661
661,95,7054,69354.0,0,662
662,95,7067,69355.0,0,663
663,95,7055,69358.0,0,664
664,95,7066,69359.0,0,665
665,75,7053,69360.0,0,666
666,94,7058,69373.0,0,667
667,81,7056,69393.0,0,668
668,94,7051,69394.0,0,669
669,83,7058,69399.0,0,670
670,81,7051,69400.0,0,671
671,80,7053,69413.0,0,672
672,80,7063,69413.0,0,673
673,80,7053,69414.0,0,674
674,91,7058,69433.0,0,675
675,37,7056,69434.0,0,676
676,87,7061,69451.0,0,677
677,87,7056,69464.0,0,678
678,87,7051,69469.0,0,679
679,87,7061,69479.0,0,680
680,97,7049,69487.0,0,681
681,98,7051,69492.0,0,682
682,91,7058,69506.0,0,683
683,98,7052,69508.0,0,684
684,98,7061,69508.0,0,685
685,99,7049,69508.0,0,686
686,55,7054,69519.0,0,687
687,55,7064,69519.0,0,688
688,92,7051,69521.0,0,689
689,97,7058,69533.0,0,690
690,60,7065,69534.0,0,691
691,60,7066,69534.0,0,692
692,91,7058,69535.0,0,693
693,97,7049,69541.0,0,694
694,37,7051,69541.0,0,695
695,91,7050,69542.0,0,696
696,98,7051,69544.0,0,697
697,98,7063,69544.0,0,698
698,91,7049,69553.0,0,699
699,97,7050,69554.0,0,700
700,91,7049,69555.0,0,701
701,97,7051,69562.0,0,702
702,92,7053,69563.0,0,703
703,100,7049,69571.0,0,704
704,101,7049,69571.0,0,705
705,92,7053,69578.0,0,706
706,102,7049,69584.0,0,707
707,37,7056,69586.0,0,708
708,92,7054,69588.0,0,709
709,103,7049,69588.0,0,710
710,101,7051,69589.0,0,711
711,16,7055,69590.0,0,712
712,16,7067,69591.0,0,713
713,37,7051,69591.0,0,714
714,92,7065,69595.0,0,715
715,103,7050,69595.0,0,716
716,100,7049,69596.0,0,717
717,103,7049,69598.0,0,718
718,104,7049,69601.0,0,719
719,100,7051,69602.0,0,720
720,92,7055,69602.0,0,721
721,105,7049,69608.0,0,722
722,105,7051,69621.0,0,723
723,79,7063,69623.0,0,724
724,102,7050,69624.0,0,725
725,105,7055,69634.0,0,726
726,102,7051,69635.0,0,727
727,104,7050,69640.0,0,728
728,59,7055,69648.0,0,729
729,104,7051,69648.0,0,730
730,104,7052,69654.0,0,731
731,104,7061,69655.0,0,732
732,100,7061,69658.0,0,733
733,104,7055,69660.0,0,734
734,104,7063,69661.0,0,735
735,104,7057,69669.0,0,736
736,104,7051,69683.0,0,737
737,37,7061,69686.0,0,738
738,104,7061,69718.0,0,739
739,89,7052,69731.0,0,740
740,89,7061,69732.0,0,741
741,16,7062,69736.0,0,742
742,81,7052,69746.0,0,743
743,91,7058,69747.0,0,744
744,81,7061,69747.0,0,745
745,103,7058,69750.0,0,746
746,16,7062,69751.0,0,747
747,54,7055,69754.0,0,748
748,103,7049,69756.0,0,749
749,106,7049,69763.0,0,750
750,85,7053,69763.0,0,751
751,85,7063,69763.0,0,752
752,16,7062,69766.0,0,753
753,85,7053,69766.0,0,754
754,91,7058,69771.0,0,755
755,16,7062,69771.0,0,756
756,91,7049,69778.0,0,757
757,16,7057,69779.0,0,758
758,106,7058,69784.0,0,759
759,105,7056,69786.0,0,760
760,79,7056,69796.0,0,761
761,79,7055,69799.0,0,762
762,105,7057,69803.0,0,763
763,64,7054,69810.0,0,764
764,64,7064,69811.0,0,765
765,105,7051,69816.0,0,766
766,105,7061,69832.0,0,767
767,79,7052,69835.0,0,768
768,107,7049,69839.0,0,769
769,80,7064,69839.0,0,770
770,79,7063,69840.0,0,771
771,79,7056,69843.0,0,772
772,16,7057,69867.0,0,773
773,91,7058,69873.0,0,774
774,16,7057,69873.0,0,775
775,16,7056,69878.0,0,776
776,90,7051,69941.0,0,777
777,92,7052,69965.0,0,778
778,54,7062,69973.0,0,779
779,108,7049,69990.0,0,780
780,54,7057,69992.0,0,781
781,107,7058,69999.0,0,782
782,91,7058,70005.0,0,783
783,54,7057,70008.0,0,784
784,91,7049,70010.0,0,785
785,107,7057,70010.0,0,786
786,54,7057,70010.0,0,787
787,60,7067,70013.0,0,788
788,91,7049,70016.0,0,789
789,107,7055,70021.0,0,790
790,71,7055,70032.0,0,791
791,71,7064,70032.0,0,792
792,109,7052,70039.0,0,793
793,109,7051,70047.0,0,794
794,109,7063,70047.0,0,795
795,71,7057,70050.0,0,796
796,108,7058,70052.0,0,797
797,109,7057,70059.0,0,798
798,109,7061,70060.0,0,799
799,91,7049,70062.0,0,800
800,55,7065,70062.0,0,801
801,55,7066,70062.0,0,802
802,108,7050,70063.0,0,803
803,110,7049,70067.0,0,804
804,108,7049,70068.0,0,805
805,93,7052,70093.0,0,806
806,93,7061,70094.0,0,807
807,99,7058,70118.0,0,808
808,92,7052,70128.0,0,809
809,91,7049,70133.0,0,810
810,99,7057,70143.0,0,811
811,91,7051,70145.0,0,812
812,111,7049,70155.0,0,813
813,16,7056,70170.0,0,814
814,111,7049,70177.0,0,815
815,96,7058,70192.0,0,816
816,96,7049,70198.0,0,817
817,99,7055,70202.0,0,818
818,108,7051,70203.0,0,819
819,96,7051,70204.0,0,820
820,111,7050,70212.0,0,821
821,96,7065,70219.0,0,822
822,96,7061,70219.0,0,823
823,112,7049,70226.0,0,824
824,96,7057,70227.0,0,825
825,96,7067,70227.0,0,826
826,99,7055,70235.0,0,827
827,112,7050,70239.0,0,828
828,113,7049,70243.0,0,829
829,112,7055,70248.0,0,830
830,89,7053,70250.0,0,831
831,89,7063,70250.0,0,832
832,75,7053,70251.0,0,833
833,111,7050,70252.0,0,834
834,114,7049,70255.0,0,835
835,75,7053,70256.0,0,836
836,114,7049,70261.0,0,837
837,114,7051,70269.0,0,838
838,96,7057,70271.0,0,839
839,96,7057,70277.0,0,840
840,114,7050,70282.0,0,841
841,96,7055,70293.0,0,842
842,72,7054,70298.0,0,843
843,72,7064,70300.0,0,844
844,114,7061,70301.0,0,845
845,113,7058,70303.0,0,846
846,96,7065,70303.0,0,847
847,114,7049,70306.0,0,848
848,96,7051,70308.0,0,849
849,96,7067,70308.0,0,850
850,96,7061,70316.0,0,851
851,114,7058,70335.0,0,852
852,112,7062,70354.0,0,853
853,81,7056,70355.0,0,854
854,112,7062,70364.0,0,855
855,81,7052,70364.0,0,856
856,64,7065,70372.0,0,857
857,64,7066,70376.0,0,858
858,112,7051,70381.0,0,859
859,114,7058,70385.0,0,860
860,114,7051,70393.0,0,861
861,60,7057,70394.0,0,862
862,60,7055,70428.0,0,863
863,76,7054,70435.0,0,864
864,115,7049,70452.0,0,865
865,115,7058,70484.0,0,866
866,115,7051,70509.0,0,867
867,115,7054,70514.0,0,868
868,115,7061,70514.0,0,869
869,115,7055,70520.0,0,870
870,115,7066,70521.0,0,871
871,116,7049,70522.0,0,872
872,81,7053,70524.0,0,873
873,93,7053,70532.0,0,874
